Date,Close,daily_return,volume,ewma_short,ewma_long,crossover_long,crossover_short,crossover_signal,short_vol,long_vol,vol_trend_long,vol_trend_short,vol_trend_signal,bollinger_mid_band,bollinger_std,bollinger_upper_band,bollinger_lower_band,bollinger_long,bollinger_short,bollinger_signal,Short_Volume,Long_Volume,SMA_Volume_Ratio,crossover_vol_long,crossover_vol_short,crossover_vol_signal,ATR1,ATR2,ATR3,TrueRange,crossover_atr_entry,crossover_atr_exit,crossover_atr_signal
2004-06-03,0.4368344247341156,-0.017981426390401123,250930400.0,0.44055702018079557,0.44080607103229963,0.0,-1.0,-1.0,0.034388076586846096,0.034388076586846096,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.012499988079071045,0.0012499690055847168,0.011250019073486328,0.012499988079071045,1.0,0.0,1.0
2004-06-04,0.44267967343330383,0.013380925055862969,399112000.0,0.4413646012598554,0.4414392827731366,0.0,-1.0,-1.0,0.024030502396795817,0.024589488714320283,1.0,0.0,1.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.01321399211883545,0.01517796516418457,0.001963973045349121,0.01517796516418457,1.0,0.0,1.0
2004-06-07,0.45852190256118774,0.03578711668646517,295876000.0,0.4465825002310442,0.44579914956377004,1.0,0.0,1.0,0.02403773880794427,0.02424005046587262,1.0,0.0,1.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.020892977714538574,0.02142798900604248,0.0005350112915039062,0.02142798900604248,1.0,0.0,1.0
2004-06-08,0.46682795882225037,0.01811485168901883,415620800.0,0.4518240266519307,0.4501223205976591,1.0,0.0,1.0,0.020069221548180475,0.02095156094155627,1.0,0.0,1.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.010891973972320557,0.011250019073486328,0.0003580451011657715,0.011250019073486328,1.0,0.0,1.0
2004-06-09,0.46452125906944275,-0.004941220227312693,349204800.0,0.45473455904183896,0.452606077089919,1.0,0.0,1.0,0.020011600720077162,0.020599959368966237,1.0,0.0,1.0,,,,,0.0,0.0,0.0,342148800.0,,,0.0,0.0,0.0,0.012679040431976318,0.006429016590118408,0.00625002384185791,0.012679040431976318,1.0,0.0,1.0
2004-06-10,0.47282737493515015,0.017881024180350202,257577600.0,0.458505634103892,0.45561635001635953,1.0,0.0,1.0,0.017768365677171116,0.018855362827077886,1.0,0.0,1.0,,,,,0.0,0.0,0.0,343478240.0,,,0.0,0.0,0.0,0.013749957084655762,0.013749957084655762,0.0,0.013749957084655762,1.0,0.0,1.0
2004-06-14,0.4632905125617981,-0.020169860881384172,243986400.0,0.45942994173167695,0.45662280426656016,1.0,0.0,1.0,0.021216755148411308,0.021168762326929456,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0,312453120.0,,,0.0,0.0,0.0,0.02107095718383789,0.0010719895362854004,0.02214294672012329,0.02214294672012329,1.0,0.0,1.0
2004-06-15,0.47205814719200134,0.01892470143997116,444634400.0,0.46172322990241077,0.458434469702,1.0,0.0,1.0,0.019713328453091233,0.020028147407930224,1.0,0.0,1.0,,,,,0.0,0.0,0.0,342204800.0,,,0.0,0.0,0.0,0.015713989734649658,0.018213987350463867,0.002499997615814209,0.018213987350463867,1.0,0.0,1.0
2004-06-16,0.5035902261734009,0.0667970231399786,909641600.0,0.4689494420140947,0.463236905765046,1.0,0.0,1.0,0.029307486127987805,0.026346674050722094,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0,441008960.0,,,0.0,0.0,0.0,0.04982101917266846,0.046964049339294434,0.0028569698333740234,0.04982101917266846,1.0,0.0,1.0
2004-06-17,0.5046667456626892,0.002137689401695564,551320000.0,0.47485921615348675,0.46726970251781885,1.0,0.0,1.0,0.027462261232175725,0.025281071027437804,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0,481432000.0,,,0.0,0.0,0.0,0.016427993774414062,0.006963968276977539,0.009464025497436523,0.016427993774414062,1.0,0.0,1.0
2004-06-18,0.5062050819396973,0.003048222000417322,406252000.0,0.4798654188719716,0.47076737611219655,1.0,0.0,1.0,0.025591975747247347,0.02427120678095351,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0,511166880.0,,,0.0,0.0,0.0,0.01750004291534424,0.010714054107666016,0.006785988807678223,0.01750004291534424,1.0,0.0,1.0
2004-06-21,0.4972832202911377,-0.017624994230347135,390213600.0,0.4825654889293459,0.4729809887302301,1.0,0.0,1.0,0.026376509389625068,0.02484793454620467,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0,540412320.0,,,0.0,0.0,0.0,0.0246429443359375,0.010534942150115967,0.014108002185821533,0.0246429443359375,1.0,0.0,1.0
2004-06-22,0.5075892806053162,0.020724729678481157,360511200.0,0.4863479126549305,0.475681886234679,1.0,0.0,1.0,0.024634773842924427,0.023939635696843476,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0,523587680.0,,,0.0,0.0,0.0,0.01428598165512085,0.013571977615356445,0.0007140040397644043,0.01428598165512085,1.0,0.0,1.0
2004-06-23,0.518356442451477,0.02121235072836991,390868800.0,0.4910833253999387,0.47881115773881056,1.0,0.0,1.0,0.023019609584063933,0.02312583203716517,1.0,0.0,1.0,,,,,0.0,0.0,0.0,419833120.0,,,0.0,0.0,0.0,0.016786038875579834,0.014820992946624756,0.001965045928955078,0.016786038875579834,1.0,0.0,1.0
2004-06-24,0.5103578567504883,-0.01543066709687424,252515200.0,0.49388306722933123,0.48099440038849267,1.0,0.0,1.0,0.023597078925625747,0.023435851858342863,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0,360072160.0,394550986.6666667,0.9126124941215877,0.0,-1.0,-1.0,0.012857019901275635,0.0,0.012857019901275635,0.012857019901275635,1.0,0.0,1.0
2004-06-25,0.518356442451477,0.015672504293196887,323428000.0,0.49738265589871544,0.48344428364113495,1.0,0.0,1.0,0.021979016154781185,0.02264774055235498,1.0,0.0,1.0,,,,,0.0,0.0,0.0,343507360.0,399384160.0,0.8600925985647503,0.0,-1.0,-1.0,0.012499988079071045,0.009286046028137207,0.003213942050933838,0.012499988079071045,1.0,0.0,1.0
2004-06-28,0.49974507093429565,-0.03590458223912896,521096800.0,0.497715956219994,0.4844605053836019,1.0,0.0,1.0,0.026172080212552896,0.024798627404369233,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0,369684000.0,407516480.0,0.9071633127573148,0.0,-1.0,-1.0,0.035356998443603516,0.008749961853027344,0.026607036590576172,0.035356998443603516,1.0,0.0,1.0
2004-06-29,0.499898225069046,0.00030646452292981685,590553600.0,0.4980202996156088,0.4853783385044839,1.0,0.0,1.0,0.024275449079823954,0.02408568129996055,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0,415692480.0,427161653.3333333,0.9731502740383313,0.0,-1.0,-1.0,0.028213977813720703,0.008928000926971436,0.019285976886749268,0.028213977813720703,1.0,0.0,1.0
2004-06-30,0.50051349401474,0.001230788418200568,373044000.0,0.498364558400207,0.48623886828534885,1.0,0.0,1.0,0.022524863447993513,0.023406687823567526,1.0,0.0,1.0,,,,,0.0,0.0,0.0,412127520.0,424323200.0,0.971258512379243,0.0,-1.0,-1.0,0.019285976886749268,0.00839298963546753,0.010892987251281738,0.019285976886749268,1.0,0.0,1.0
2004-07-01,0.4968222975730896,-0.007374819032434865,341941600.0,0.49815342601640833,0.48681574636811614,1.0,0.0,1.0,0.0212052005760508,0.022982247524989195,1.0,0.0,1.0,0.48704728186130525,0.02491679207333385,0.511964073934639,0.4621304897879714,0.0,0.0,0.0,430012800.0,423838986.6666667,1.014566412075227,1.0,0.0,1.0,0.01035696268081665,0.0010710358619689941,0.011427998542785645,0.011427998542785645,1.0,0.0,1.0
2004-07-02,0.47805672883987427,-0.03777118866218887,910683200.0,0.49542256976016164,0.4863570021338987,1.0,0.0,1.0,0.024086220565410148,0.024511150717353786,1.0,0.0,1.0,0.48910839706659315,0.02208907698895484,0.5111974740555479,0.4670193200776383,0.0,0.0,0.0,547463840.0,467379360.0,1.1713479174604544,1.0,0.0,1.0,0.025892972946166992,0.019999980926513672,0.045892953872680664,0.045892953872680664,1.0,0.0,1.0
2004-07-06,0.47605741024017334,-0.004182178555571792,348980800.0,0.49280794782071924,0.48583762342239933,1.0,0.0,1.0,0.022390006725960934,0.023932004411479902,1.0,0.0,1.0,0.49077728390693665,0.01950656749791707,0.5102838514048538,0.4712707164090196,0.0,0.0,0.0,513040640.0,474378986.6666667,1.0814995065548716,1.0,0.0,1.0,0.011070966720581055,0.006070971488952637,0.004999995231628418,0.011070966720581055,1.0,0.0,1.0
2004-07-07,0.4674440026283264,-0.018093211924800068,397992000.0,0.48940234923117637,0.48494288705386507,1.0,0.0,1.0,0.02139935178753467,0.0238055935466781,1.0,0.0,1.0,0.4912233889102936,0.01882001948017862,0.5100434083904722,0.47240336943011496,1.0,0.0,1.0,474528320.0,471269493.3333333,1.006914996011341,1.0,0.0,1.0,0.02196401357650757,0.007321000099182129,0.01464301347732544,0.02196401357650757,1.0,0.0,1.0
2004-07-08,0.4635979235172272,-0.008227892730409803,233380000.0,0.4859542270395503,0.4839395779920239,1.0,0.0,1.0,0.019925845826162032,0.023336849350540808,1.0,0.0,1.0,0.4910618871450424,0.019052803639596032,0.5101146907846384,0.47200908350544635,1.0,0.0,1.0,446595520.0,426185386.6666667,1.0478902702248136,1.0,0.0,1.0,0.013036012649536133,0.005177974700927734,0.007858037948608398,0.013036012649536133,1.0,0.0,1.0
2004-07-09,0.46190616488456726,-0.0036491937233559257,208863200.0,0.48275416211724625,0.48293722413827356,0.0,-1.0,-1.0,0.018571109675962243,0.022814385984800983,1.0,0.0,1.0,0.49093113243579867,0.019252459132132135,0.5101835915679308,0.47167867330366653,1.0,0.0,1.0,419979840.0,403354933.3333333,1.0412165695589195,1.0,0.0,1.0,0.00839298963546753,0.006428956985473633,0.0019640326499938965,0.00839298963546753,1.0,0.0,1.0
2004-07-12,0.44821661710739136,-0.02963707527176429,511621600.0,0.47817484405415533,0.48140626859617425,0.0,-1.0,-1.0,0.019193273351645043,0.023241498751013372,1.0,0.0,1.0,0.48970059454441073,0.021162262569451282,0.510862857113862,0.4685383319749594,1.0,0.0,1.0,340167520.0,410379573.3333333,0.8289094830840834,0.0,-1.0,-1.0,0.019822001457214355,0.00017899274826049805,0.019643008708953857,0.019822001457214355,1.0,0.0,1.0
2004-07-13,0.449447363615036,0.0027458743399282337,316176000.0,0.4743778031191512,0.4800385637522838,0.0,-1.0,-1.0,0.018355906375332215,0.02272829829778928,1.0,0.0,1.0,0.4890084370970726,0.022268970996240624,0.5112774080933132,0.46673946610083195,1.0,0.0,1.0,333606560.0,405443733.3333333,0.8228183902542334,0.0,-1.0,-1.0,0.010357022285461426,0.008213996887207031,0.0021430253982543945,0.010357022285461426,1.0,0.0,1.0
2004-07-14,0.45498427748680115,0.012319382245854493,835800000.0,0.47182143948309896,0.4789965939037623,0.0,-1.0,-1.0,0.018468286187694815,0.022365182649799215,1.0,0.0,1.0,0.4881547436118126,0.023258263470250833,0.5114130070820634,0.46489648014156176,1.0,0.0,1.0,421168160.0,437129653.3333333,0.9634856770488598,0.0,-1.0,-1.0,0.02196502685546875,0.013393044471740723,0.008571982383728027,0.02196502685546875,1.0,0.0,1.0
2004-07-15,0.5065127015113831,0.11325319703179582,1767724000.0,0.47638348578466894,0.48010997168029723,0.0,-1.0,-1.0,0.044877881678044566,0.03139270277247653,0.0,-1.0,-1.0,0.4883008673787117,0.023369258964681665,0.5116701263433934,0.46493160841403003,0.0,0.0,0.0,728036960.0,528920000.0,1.3764595023822128,1.0,0.0,1.0,0.027143001556396484,0.07232201099395752,0.045179009437561035,0.07232201099395752,1.0,0.0,1.0
2004-07-16,0.49528396129608154,-0.022168723867725504,488381600.0,0.4788638809019084,0.4807079888956761,0.0,-1.0,-1.0,0.043371116680060065,0.031236804887817743,0.0,-1.0,-1.0,0.48783172816038134,0.023116231279908365,0.5109479594402897,0.464715496880473,0.0,0.0,0.0,783940640.0,544644426.6666666,1.4393622731033424,1.0,0.0,1.0,0.01428598165512085,0.00017899274826049805,0.014464974403381348,0.014464974403381348,1.0,0.0,1.0
2004-07-19,0.49174630641937256,-0.0071426800646875455,533170400.0,0.48055148748204934,0.4811321398068743,0.0,-1.0,-1.0,0.040698449583158776,0.03069909606085541,0.0,-1.0,-1.0,0.4871087893843651,0.0227343165229022,0.5098431059072673,0.4643744728614629,0.0,0.0,0.0,788250400.0,558627253.3333334,1.4110489513293587,1.0,0.0,1.0,0.009999990463256836,0.00035703182220458984,0.009642958641052246,0.009999990463256836,1.0,0.0,1.0
2004-07-20,0.49528396129608154,0.007194064969126668,323747200.0,0.48247846243962716,0.48166284204212534,1.0,0.0,1.0,0.03795044697950334,0.030109703061030384,0.0,-1.0,-1.0,0.4870088264346123,0.02269158010687704,0.5097004065414893,0.46431724632773524,0.0,0.0,0.0,789764640.0,545470613.3333334,1.4478591892857484,1.0,0.0,1.0,0.011606991291046143,0.004106998443603516,0.007499992847442627,0.011606991291046143,1.0,0.0,1.0
2004-07-21,0.48636287450790405,-0.018012064765498104,301257600.0,0.48298585080142054,0.48183501010284036,1.0,0.0,1.0,0.03627602750251325,0.029840586038500302,0.0,-1.0,-1.0,0.4859475061297417,0.022168710158117843,0.5081162162878595,0.46377879597162386,0.0,0.0,0.0,682856160.0,526184213.3333333,1.2977511348623763,1.0,0.0,1.0,0.024464011192321777,0.009106993675231934,0.015357017517089844,0.024464011192321777,1.0,0.0,1.0
2004-07-22,0.487285315990448,0.0018966116266116995,334118400.0,0.4835467965368259,0.482030198830239,1.0,0.0,1.0,0.03382393493833984,0.029290195952104435,0.0,-1.0,-1.0,0.4843939498066902,0.020826049386787542,0.5052199991934777,0.46356790041990265,0.0,0.0,0.0,396135040.0,523589173.3333333,0.7565760718046933,0.0,-1.0,-1.0,0.011964023113250732,0.001963973045349121,0.010000050067901611,0.011964023113250732,1.0,0.0,1.0
2004-07-23,0.47221142053604126,-0.030934434015865597,273571200.0,0.48206939039912433,0.4816861490916818,1.0,0.0,1.0,0.03355917973818511,0.029460796630197076,0.0,-1.0,-1.0,0.48248662799596786,0.0200555732561304,0.5025422012520983,0.4624310547398375,0.0,0.0,0.0,353172960.0,519031146.6666667,0.6804465633096495,0.0,-1.0,-1.0,0.022677958011627197,0.0012499690055847168,0.02142798900604248,0.022677958011627197,1.0,0.0,1.0
