Date,Close,daily_return,volume,ewma_short,ewma_long,crossover_long,crossover_short,crossover_signal,short_vol,long_vol,vol_trend_long,vol_trend_short,vol_trend_signal,bollinger_mid_band,bollinger_std,bollinger_upper_band,bollinger_lower_band,bollinger_long,bollinger_short,bollinger_signal,Short_Volume,Long_Volume,SMA_Volume_Ratio,crossover_vol_long,crossover_vol_short,crossover_vol_signal,ATR1,ATR2,ATR3,TrueRange,crossover_atr_entry,crossover_atr_exit,crossover_atr_signal
2004-06-03,14.59000015258789,-0.032493353686817605,7615400,14.818045084990159,14.833301855544322,0.0,-1.0,-1.0,0.012808710033506072,0.012808710033506072,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.36999988555908203,0.13000011444091797,0.5,0.5,1.0,0.0,1.0
2004-06-04,15.119999885559082,0.036326232174657136,9378400,14.932926299518527,14.930195710175848,1.0,0.0,1.0,0.03706789962148071,0.035815257402833145,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.4200000762939453,0.6599998474121094,0.23999977111816406,0.6599998474121094,1.0,0.0,1.0
2004-06-07,15.800000190734863,0.04497356549752629,9807500,15.196621847289263,15.152189275342357,1.0,0.0,1.0,0.03814097780756925,0.03793928396087794,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.6099996566772461,0.7799997329711914,0.1700000762939453,0.7799997329711914,0.0,0.0,0.0
2004-06-08,16.18000030517578,0.024050639864153345,9404200,15.451217422169535,15.363490011293239,1.0,0.0,1.0,0.03228489023187518,0.03343735955347367,1.0,0.0,1.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.5700006484985352,0.3900003433227539,0.18000030517578125,0.5700006484985352,1.0,0.0,1.0
2004-06-09,15.510000228881836,-0.04140915102947318,14821000,15.464691954042314,15.3887624093128,1.0,0.0,1.0,0.038395134076017565,0.03713630217263809,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0,10205300.0,,,0.0,0.0,0.0,0.8700008392333984,0.1700000762939453,0.7000007629394531,0.8700008392333984,0.0,0.0,0.0
2004-06-10,15.75,0.015473872828915214,9075100,15.524158543624528,15.442538568864038,1.0,0.0,1.0,0.034177970500801735,0.03412671939033625,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0,10497240.0,,,0.0,0.0,0.0,0.3400001525878906,0.28999996185302734,0.05000019073486328,0.3400001525878906,1.0,0.0,1.0
2004-06-14,15.149999618530273,-0.03809526231553817,8973700,15.45188127440842,15.40417254935776,1.0,0.0,1.0,0.03557692589463242,0.035078257882076996,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0,10416300.0,,,0.0,0.0,0.0,0.7299995422363281,0.0,0.7299995422363281,0.7299995422363281,0.0,0.0,0.0
2004-06-15,15.390000343322754,0.015841632398388317,6083400,15.440643667632175,15.402509139873331,1.0,0.0,1.0,0.032890262034018666,0.03319063463938143,1.0,0.0,1.0,,,,,0.0,0.0,0.0,9671480.0,,,0.0,0.0,0.0,0.21000003814697266,0.3100004196166992,0.10000038146972656,0.3100004196166992,1.0,0.0,1.0
2004-06-16,15.239999771118164,-0.009746625656812946,3871900,15.406012681789761,15.385225831739916,1.0,0.0,1.0,0.030031692339977222,0.031380713275427644,1.0,0.0,1.0,,,,,0.0,0.0,0.0,8565020.0,,,0.0,0.0,0.0,0.26000022888183594,0.039999961853027344,0.2200002670288086,0.26000022888183594,1.0,0.0,1.0
2004-06-17,14.760000228881836,-0.03149603342816265,9111700,15.299123658881374,15.324366128029114,0.0,-1.0,-1.0,0.02977870007748864,0.031234544134990806,1.0,0.0,1.0,,,,,0.0,0.0,0.0,7423160.0,,,0.0,0.0,0.0,0.4700002670288086,0.039999961853027344,0.5100002288818359,0.5100002288818359,1.0,0.0,1.0
2004-06-18,14.880000114440918,0.008130073421291018,5907400,15.232186046059658,15.284447491173786,0.0,-1.0,-1.0,0.027773209934353605,0.02986485071463525,1.0,0.0,1.0,,,,,0.0,0.0,0.0,6789620.0,,,0.0,0.0,0.0,0.7299995422363281,0.31999969482421875,0.4099998474121094,0.7299995422363281,0.0,0.0,0.0
2004-06-21,14.100000381469727,-0.052419336490072244,15389200,15.056677063107086,15.185566722010247,0.0,-1.0,-1.0,0.03142576987904472,0.03196383306793369,1.0,0.0,1.0,,,,,0.0,0.0,0.0,8072720.0,,,0.0,0.0,0.0,0.9499998092651367,0.13000011444091797,0.8199996948242188,0.9499998092651367,0.0,-1.0,-1.0
2004-06-22,14.670000076293945,0.04042550917752563,14416900,14.99822963723341,15.145330911707378,0.0,-1.0,-1.0,0.034873665662492316,0.03325107269025612,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0,9739420.0,,,0.0,0.0,0.0,0.6999998092651367,0.6799993515014648,0.020000457763671875,0.6999998092651367,1.0,0.0,1.0
2004-06-23,15.399999618530273,0.04976138639671679,12912100,15.057668377534444,15.164005447494143,0.0,-1.0,-1.0,0.037782722051039275,0.03492053939145512,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0,11547460.0,,,0.0,0.0,0.0,0.6899995803833008,0.7799997329711914,0.09000015258789062,0.7799997329711914,0.0,0.0,0.0
2004-06-24,15.319999694824219,-0.005194800369332064,10501300,15.095773582211956,15.174801293162496,0.0,-1.0,-1.0,0.03504849363485104,0.03365743507906436,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0,11825380.0,9817946.666666666,1.2044656995488534,1.0,0.0,1.0,0.630000114440918,0.35000038146972656,0.2799997329711914,0.630000114440918,1.0,0.0,1.0
2004-06-25,15.5,0.011749367412624334,9016400,15.153576242397412,15.196125043730493,0.0,-1.0,-1.0,0.03256593954963245,0.03259308786128599,1.0,0.0,1.0,,,,,0.0,0.0,0.0,12447180.0,9911346.666666666,1.2558515425418142,1.0,0.0,1.0,0.5600004196166992,0.48000049591064453,0.07999992370605469,0.5600004196166992,1.0,0.0,1.0
2004-06-28,15.289999961853027,-0.01354838955786919,6420600,15.172823524877307,15.201977382709755,0.0,-1.0,-1.0,0.03082400635727293,0.031727131784158924,1.0,0.0,1.0,,,,,0.0,0.0,0.0,10653460.0,9714160.0,1.0966938983916263,1.0,0.0,1.0,0.4700002670288086,0.2200002670288086,0.25,0.4700002670288086,1.0,0.0,1.0
2004-06-29,15.819999694824219,0.03466316117027368,17748600,15.263079953734895,15.238721238606919,1.0,0.0,1.0,0.03095742851471195,0.03182208527246952,1.0,0.0,1.0,,,,,0.0,0.0,0.0,11319800.0,10243566.666666666,1.1050643167907013,1.0,0.0,1.0,0.4200000762939453,0.6700000762939453,0.25,0.6700000762939453,1.0,0.0,1.0
2004-06-30,15.899999618530273,0.005056885287565871,9001600,15.351025438357171,15.276319117200275,1.0,0.0,1.0,0.028720869434323726,0.030867319046562872,1.0,0.0,1.0,,,,,0.0,0.0,0.0,10537700.0,10216726.666666666,1.0314164549767735,1.0,0.0,1.0,0.36999988555908203,0.18000030517578125,0.18999958038330078,0.36999988555908203,1.0,0.0,1.0
2004-07-01,15.5,-0.02515720931616272,9586200,15.371419754138245,15.288511441192147,1.0,0.0,1.0,0.02891195247623646,0.030669746738638794,1.0,0.0,1.0,15.293499994277955,0.5061024252924905,15.799602419570446,14.787397568985464,0.0,0.0,0.0,10354680.0,9867740.0,1.0493466589107536,1.0,0.0,1.0,0.5199995040893555,0.0,0.5199995040893555,0.5199995040893555,1.0,0.0,1.0
2004-07-02,15.270000457763672,-0.014838680144279248,6543100,15.357638309477176,15.287541948108005,1.0,0.0,1.0,0.027507420886135725,0.03004519915061158,1.0,0.0,1.0,15.327500009536744,0.4784390085452988,15.805939018082043,14.849061000991444,0.0,0.0,0.0,9860020.0,9698940.0,1.0166080004619062,1.0,0.0,1.0,0.4099998474121094,0.0,0.4099998474121094,0.4099998474121094,1.0,0.0,1.0
2004-07-06,14.8100004196167,-0.030124428576103757,9855100,15.283697992062223,15.263460906226495,1.0,0.0,1.0,0.027657958235622573,0.030032097495018145,1.0,0.0,1.0,15.312000036239624,0.4903875134567078,15.802387549696332,14.821612522782916,1.0,0.0,1.0,10546920.0,9757700.0,1.0808817651700708,1.0,0.0,1.0,0.38000011444091797,0.24000072479248047,0.6200008392333984,0.6200008392333984,1.0,0.0,1.0
2004-07-07,15.199999809265137,0.026333516448241445,10774000,15.27245989754976,15.260373914705136,1.0,0.0,1.0,0.02794275056254798,0.029883893589627106,1.0,0.0,1.0,15.282000017166137,0.4771360961589122,15.759136113325049,14.804863921007225,0.0,0.0,0.0,9152000.0,10070406.666666666,0.9088014320507415,0.0,-1.0,-1.0,0.46000003814697266,0.4699993133544922,0.009999275207519531,0.4699993133544922,1.0,0.0,1.0
